id	col1	col2	col3	random
318	row318_col1	row318_col2	row318_col3	5107
319	row319_col1	row319_col2	row319_col3	5967
320	row320_col1	row320_col2	row320_col3	8462
321	row321_col1	row321_col2	row321_col3	3661
322	row322_col1	row322_col2	row322_col3	570
323	row323_col1	row323_col2	row323_col3	5853
324	row324_col1	row324_col2	row324_col3	5653
325	row325_col1	row325_col2	row325_col3	7077
326	row326_col1	row326_col2	row326_col3	3758
327	row327_col1	row327_col2	row327_col3	6701
328	row328_col1	row328_col2	row328_col3	7663
329	row329_col1	row329_col2	row329_col3	3890
330	row330_col1	row330_col2	row330_col3	6845
331	row331_col1	row331_col2	row331_col3	8873
332	row332_col1	row332_col2	row332_col3	6055
333	row333_col1	row333_col2	row333_col3	3582
334	row334_col1	row334_col2	row334_col3	9805
335	row335_col1	row335_col2	row335_col3	3248
336	row336_col1	row336_col2	row336_col3	1291
337	row337_col1	row337_col2	row337_col3	9161
338	row338_col1	row338_col2	row338_col3	400
339	row339_col1	row339_col2	row339_col3	8687
340	row340_col1	row340_col2	row340_col3	3508
341	row341_col1	row341_col2	row341_col3	5050
342	row342_col1	row342_col2	row342_col3	852
343	row343_col1	row343_col2	row343_col3	6704
344	row344_col1	row344_col2	row344_col3	1217
345	row345_col1	row345_col2	row345_col3	7644
346	row346_col1	row346_col2	row346_col3	8857
347	row347_col1	row347_col2	row347_col3	661
348	row348_col1	row348_col2	row348_col3	8484
349	row349_col1	row349_col2	row349_col3	7547
350	row350_col1	row350_col2	row350_col3	3308
351	row351_col1	row351_col2	row351_col3	9100
352	row352_col1	row352_col2	row352_col3	5753
353	row353_col1	row353_col2	row353_col3	9867
354	row354_col1	row354_col2	row354_col3	4379
355	row355_col1	row355_col2	row355_col3	3116
356	row356_col1	row356_col2	row356_col3	7877
357	row357_col1	row357_col2	row357_col3	9738
358	row358_col1	row358_col2	row358_col3	9960
359	row359_col1	row359_col2	row359_col3	4558
360	row360_col1	row360_col2	row360_col3	1565
361	row361_col1	row361_col2	row361_col3	2718
362	row362_col1	row362_col2	row362_col3	3054
363	row363_col1	row363_col2	row363_col3	6184
364	row364_col1	row364_col2	row364_col3	7030
365	row365_col1	row365_col2	row365_col3	9107
366	row366_col1	row366_col2	row366_col3	8778
367	row367_col1	row367_col2	row367_col3	4812
368	row368_col1	row368_col2	row368_col3	6077
369	row369_col1	row369_col2	row369_col3	6643
370	row370_col1	row370_col2	row370_col3	3648
371	row371_col1	row371_col2	row371_col3	365
372	row372_col1	row372_col2	row372_col3	3476
373	row373_col1	row373_col2	row373_col3	4463
374	row374_col1	row374_col2	row374_col3	1146
375	row375_col1	row375_col2	row375_col3	9064
376	row376_col1	row376_col2	row376_col3	1386
377	row377_col1	row377_col2	row377_col3	81
378	row378_col1	row378_col2	row378_col3	682
379	row379_col1	row379_col2	row379_col3	1872
380	row380_col1	row380_col2	row380_col3	6279
381	row381_col1	row381_col2	row381_col3	2079
382	row382_col1	row382_col2	row382_col3	2687
383	row383_col1	row383_col2	row383_col3	3514
384	row384_col1	row384_col2	row384_col3	1557
385	row385_col1	row385_col2	row385_col3	2349
386	row386_col1	row386_col2	row386_col3	2261
387	row387_col1	row387_col2	row387_col3	8811
388	row388_col1	row388_col2	row388_col3	6731
389	row389_col1	row389_col2	row389_col3	6226
390	row390_col1	row390_col2	row390_col3	5973
391	row391_col1	row391_col2	row391_col3	2840
392	row392_col1	row392_col2	row392_col3	9235
393	row393_col1	row393_col2	row393_col3	9183
394	row394_col1	row394_col2	row394_col3	8575
395	row395_col1	row395_col2	row395_col3	6008
396	row396_col1	row396_col2	row396_col3	7253
397	row397_col1	row397_col2	row397_col3	8194
398	row398_col1	row398_col2	row398_col3	4961
399	row399_col1	row399_col2	row399_col3	3588
400	row400_col1	row400_col2	row400_col3	4595
401	row401_col1	row401_col2	row401_col3	5097
402	row402_col1	row402_col2	row402_col3	651
403	row403_col1	row403_col2	row403_col3	7886
404	row404_col1	row404_col2	row404_col3	4583
405	row405_col1	row405_col2	row405_col3	2298
406	row406_col1	row406_col2	row406_col3	2140
407	row407_col1	row407_col2	row407_col3	2444
408	row408_col1	row408_col2	row408_col3	73
409	row409_col1	row409_col2	row409_col3	566
410	row410_col1	row410_col2	row410_col3	5761
411	row411_col1	row411_col2	row411_col3	509
412	row412_col1	row412_col2	row412_col3	7156
413	row413_col1	row413_col2	row413_col3	9287
414	row414_col1	row414_col2	row414_col3	7209
415	row415_col1	row415_col2	row415_col3	256
416	row416_col1	row416_col2	row416_col3	8559
417	row417_col1	row417_col2	row417_col3	5416
418	row418_col1	row418_col2	row418_col3	1552
419	row419_col1	row419_col2	row419_col3	8733
420	row420_col1	row420_col2	row420_col3	2105
421	row421_col1	row421_col2	row421_col3	9137
422	row422_col1	row422_col2	row422_col3	6389
423	row423_col1	row423_col2	row423_col3	7821
424	row424_col1	row424_col2	row424_col3	665
425	row425_col1	row425_col2	row425_col3	666
426	row426_col1	row426_col2	row426_col3	4697
427	row427_col1	row427_col2	row427_col3	3953
428	row428_col1	row428_col2	row428_col3	268
429	row429_col1	row429_col2	row429_col3	7715
430	row430_col1	row430_col2	row430_col3	6203
431	row431_col1	row431_col2	row431_col3	6225
432	row432_col1	row432_col2	row432_col3	6331
433	row433_col1	row433_col2	row433_col3	8425
434	row434_col1	row434_col2	row434_col3	3158
435	row435_col1	row435_col2	row435_col3	6003
436	row436_col1	row436_col2	row436_col3	6536
437	row437_col1	row437_col2	row437_col3	5493
438	row438_col1	row438_col2	row438_col3	7521
439	row439_col1	row439_col2	row439_col3	9208
440	row440_col1	row440_col2	row440_col3	7557
441	row441_col1	row441_col2	row441_col3	1793
442	row442_col1	row442_col2	row442_col3	7309
443	row443_col1	row443_col2	row443_col3	407
444	row444_col1	row444_col2	row444_col3	2445
445	row445_col1	row445_col2	row445_col3	1882
446	row446_col1	row446_col2	row446_col3	2546
447	row447_col1	row447_col2	row447_col3	7664
448	row448_col1	row448_col2	row448_col3	7267
449	row449_col1	row449_col2	row449_col3	7647
450	row450_col1	row450_col2	row450_col3	4985
451	row451_col1	row451_col2	row451_col3	3565
452	row452_col1	row452_col2	row452_col3	2987
453	row453_col1	row453_col2	row453_col3	2002
454	row454_col1	row454_col2	row454_col3	615
455	row455_col1	row455_col2	row455_col3	6037
456	row456_col1	row456_col2	row456_col3	9300
457	row457_col1	row457_col2	row457_col3	3182
458	row458_col1	row458_col2	row458_col3	6340
459	row459_col1	row459_col2	row459_col3	7730
460	row460_col1	row460_col2	row460_col3	6354
461	row461_col1	row461_col2	row461_col3	2950
462	row462_col1	row462_col2	row462_col3	3231
463	row463_col1	row463_col2	row463_col3	1218
464	row464_col1	row464_col2	row464_col3	2338
465	row465_col1	row465_col2	row465_col3	5547
466	row466_col1	row466_col2	row466_col3	5478
467	row467_col1	row467_col2	row467_col3	1397
468	row468_col1	row468_col2	row468_col3	5856
469	row469_col1	row469_col2	row469_col3	5224
470	row470_col1	row470_col2	row470_col3	1957
471	row471_col1	row471_col2	row471_col3	840
472	row472_col1	row472_col2	row472_col3	1909
473	row473_col1	row473_col2	row473_col3	3498
474	row474_col1	row474_col2	row474_col3	2091
475	row475_col1	row475_col2	row475_col3	3767
476	row476_col1	row476_col2	row476_col3	9141
477	row477_col1	row477_col2	row477_col3	2450
478	row478_col1	row478_col2	row478_col3	6445
479	row479_col1	row479_col2	row479_col3	9004
480	row480_col1	row480_col2	row480_col3	2360
481	row481_col1	row481_col2	row481_col3	1905
482	row482_col1	row482_col2	row482_col3	860
483	row483_col1	row483_col2	row483_col3	8803
484	row484_col1	row484_col2	row484_col3	6631
485	row485_col1	row485_col2	row485_col3	147
486	row486_col1	row486_col2	row486_col3	5888
487	row487_col1	row487_col2	row487_col3	9422
488	row488_col1	row488_col2	row488_col3	1423
489	row489_col1	row489_col2	row489_col3	387
490	row490_col1	row490_col2	row490_col3	919
491	row491_col1	row491_col2	row491_col3	2314
492	row492_col1	row492_col2	row492_col3	9719
493	row493_col1	row493_col2	row493_col3	6121
494	row494_col1	row494_col2	row494_col3	6291
495	row495_col1	row495_col2	row495_col3	2278
496	row496_col1	row496_col2	row496_col3	9395
497	row497_col1	row497_col2	row497_col3	4801
498	row498_col1	row498_col2	row498_col3	1070
499	row499_col1	row499_col2	row499_col3	1020
500	row500_col1	row500_col2	row500_col3	8963
501	row501_col1	row501_col2	row501_col3	5852
502	row502_col1	row502_col2	row502_col3	4143
503	row503_col1	row503_col2	row503_col3	5030
504	row504_col1	row504_col2	row504_col3	9286
505	row505_col1	row505_col2	row505_col3	7705
506	row506_col1	row506_col2	row506_col3	7666
507	row507_col1	row507_col2	row507_col3	6049
508	row508_col1	row508_col2	row508_col3	1108
509	row509_col1	row509_col2	row509_col3	1401
510	row510_col1	row510_col2	row510_col3	8727
511	row511_col1	row511_col2	row511_col3	1235
512	row512_col1	row512_col2	row512_col3	5954
513	row513_col1	row513_col2	row513_col3	984
514	row514_col1	row514_col2	row514_col3	5770
515	row515_col1	row515_col2	row515_col3	370
516	row516_col1	row516_col2	row516_col3	6227
517	row517_col1	row517_col2	row517_col3	5468
518	row518_col1	row518_col2	row518_col3	7014
519	row519_col1	row519_col2	row519_col3	4714
520	row520_col1	row520_col2	row520_col3	665
521	row521_col1	row521_col2	row521_col3	4571
522	row522_col1	row522_col2	row522_col3	2845
523	row523_col1	row523_col2	row523_col3	4411
524	row524_col1	row524_col2	row524_col3	6212
525	row525_col1	row525_col2	row525_col3	91
526	row526_col1	row526_col2	row526_col3	5659
527	row527_col1	row527_col2	row527_col3	2489
528	row528_col1	row528_col2	row528_col3	7814
529	row529_col1	row529_col2	row529_col3	9769
530	row530_col1	row530_col2	row530_col3	9079
531	row531_col1	row531_col2	row531_col3	934
532	row532_col1	row532_col2	row532_col3	8907
533	row533_col1	row533_col2	row533_col3	1049
534	row534_col1	row534_col2	row534_col3	4423
535	row535_col1	row535_col2	row535_col3	5857
536	row536_col1	row536_col2	row536_col3	652
537	row537_col1	row537_col2	row537_col3	9693
538	row538_col1	row538_col2	row538_col3	7698
539	row539_col1	row539_col2	row539_col3	80
540	row540_col1	row540_col2	row540_col3	5837
541	row541_col1	row541_col2	row541_col3	8129
542	row542_col1	row542_col2	row542_col3	3110
543	row543_col1	row543_col2	row543_col3	8276
544	row544_col1	row544_col2	row544_col3	6861
545	row545_col1	row545_col2	row545_col3	7382
546	row546_col1	row546_col2	row546_col3	3883
547	row547_col1	row547_col2	row547_col3	5645
548	row548_col1	row548_col2	row548_col3	7669
549	row549_col1	row549_col2	row549_col3	1502
550	row550_col1	row550_col2	row550_col3	7934
551	row551_col1	row551_col2	row551_col3	385
552	row552_col1	row552_col2	row552_col3	3396
553	row553_col1	row553_col2	row553_col3	3071
554	row554_col1	row554_col2	row554_col3	8651
555	row555_col1	row555_col2	row555_col3	3238
556	row556_col1	row556_col2	row556_col3	8936
557	row557_col1	row557_col2	row557_col3	9345
558	row558_col1	row558_col2	row558_col3	6764
559	row559_col1	row559_col2	row559_col3	7581
560	row560_col1	row560_col2	row560_col3	5102
561	row561_col1	row561_col2	row561_col3	1321
562	row562_col1	row562_col2	row562_col3	5816
563	row563_col1	row563_col2	row563_col3	2883
564	row564_col1	row564_col2	row564_col3	7140
565	row565_col1	row565_col2	row565_col3	3439
566	row566_col1	row566_col2	row566_col3	3265
567	row567_col1	row567_col2	row567_col3	9786
568	row568_col1	row568_col2	row568_col3	5950
569	row569_col1	row569_col2	row569_col3	4933
570	row570_col1	row570_col2	row570_col3	4411
571	row571_col1	row571_col2	row571_col3	2786
572	row572_col1	row572_col2	row572_col3	8111
573	row573_col1	row573_col2	row573_col3	3078
574	row574_col1	row574_col2	row574_col3	2060
575	row575_col1	row575_col2	row575_col3	4601
576	row576_col1	row576_col2	row576_col3	9286
577	row577_col1	row577_col2	row577_col3	3719
578	row578_col1	row578_col2	row578_col3	7225
579	row579_col1	row579_col2	row579_col3	3542
580	row580_col1	row580_col2	row580_col3	8253
581	row581_col1	row581_col2	row581_col3	7871
582	row582_col1	row582_col2	row582_col3	2798
583	row583_col1	row583_col2	row583_col3	6438
584	row584_col1	row584_col2	row584_col3	907
585	row585_col1	row585_col2	row585_col3	3903
586	row586_col1	row586_col2	row586_col3	8679
587	row587_col1	row587_col2	row587_col3	6610
588	row588_col1	row588_col2	row588_col3	3533
589	row589_col1	row589_col2	row589_col3	6836
590	row590_col1	row590_col2	row590_col3	3129
591	row591_col1	row591_col2	row591_col3	63
592	row592_col1	row592_col2	row592_col3	4280
593	row593_col1	row593_col2	row593_col3	966
594	row594_col1	row594_col2	row594_col3	566
595	row595_col1	row595_col2	row595_col3	6829
596	row596_col1	row596_col2	row596_col3	8628
597	row597_col1	row597_col2	row597_col3	1009
598	row598_col1	row598_col2	row598_col3	2223
599	row599_col1	row599_col2	row599_col3	4227
600	row600_col1	row600_col2	row600_col3	9853
601	row601_col1	row601_col2	row601_col3	9991
602	row602_col1	row602_col2	row602_col3	1756
603	row603_col1	row603_col2	row603_col3	7577
604	row604_col1	row604_col2	row604_col3	3912
605	row605_col1	row605_col2	row605_col3	4729
606	row606_col1	row606_col2	row606_col3	3336
607	row607_col1	row607_col2	row607_col3	5955
608	row608_col1	row608_col2	row608_col3	1903
609	row609_col1	row609_col2	row609_col3	9433
